ProjectID,LibID,rating
fiji/Trainable_Segmentation,org.openrdf.sesame:sesame-rio-n3,0
fiji/Trainable_Segmentation,com.jayway.jsonpath:json-path,0
fiji/Trainable_Segmentation,org.apache.logging.log4j:log4j-core,0
fiji/Trainable_Segmentation,com.google.code.findbugs:jsr305,0
fiji/Trainable_Segmentation,com.github.fge:json-schema-validator,0
fiji/Trainable_Segmentation,org.apache.maven:maven-compat,0
fiji/Trainable_Segmentation,io.pcp.parfait:parfait-spring,0
fiji/Trainable_Segmentation,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,0
fiji/Trainable_Segmentation,javax.xml.bind:jaxb-api,0
fiji/Trainable_Segmentation,com.github.spullara.mustache.java:compiler,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-generator,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-saml,0
fiji/Trainable_Segmentation,org.jdom:jdom2,0
fiji/Trainable_Segmentation,org.atmosphere:atmosphere-jersey,0
fiji/Trainable_Segmentation,com.thoughtworks.xstream:xstream,0
fiji/Trainable_Segmentation,com.tectonica:jonix-json,0
fiji/Trainable_Segmentation,log4j:log4j,0
fiji/Trainable_Segmentation,com.google.appengine.orm:datanucleus-appengine,0
fiji/Trainable_Segmentation,org.mortbay.jetty:jetty,0
fiji/Trainable_Segmentation,org.codehaus.izpack:izpack-wrapper,0
fiji/Trainable_Segmentation,io.dropwizard:dropwizard-configuration,0
fiji/Trainable_Segmentation,com.squareup.leakcanary:leakcanary-android,0
fiji/Trainable_Segmentation,org.springframework:spring-context,0
fiji/Trainable_Segmentation,org.bouncycastle:bcprov-jdk15on,0
fiji/Trainable_Segmentation,com.qualinsight.plugins.sonarqube:qualinsight-plugins-sonarqube-smell-api,0
fiji/Trainable_Segmentation,org.apache.maven:maven-model,0
fiji/Trainable_Segmentation,com.google.dagger:dagger,0
fiji/Trainable_Segmentation,org.codehaus.jackson:jackson-core-asl,0
fiji/Trainable_Segmentation,org.openrdf.sesame:sesame-runtime,0
fiji/Trainable_Segmentation,org.hibernate.javax.persistence:hibernate-jpa-2.0-api,0
fiji/Trainable_Segmentation,org.jacoco:org.jacoco.agent,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-jmx,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-start,0
fiji/Trainable_Segmentation,javax.el:el-api,0
fiji/Trainable_Segmentation,com.h2database:h2,0
fiji/Trainable_Segmentation,com.tectonica:jonix-onix2,0
fiji/Trainable_Segmentation,io.pcp.parfait:parfait-pcp,0
